Customer_ID,Gender,Age,Children,Contract_Type,Payment_Method,Account_Length_(in_months),Account_Length_(in years),Mins,Extra_International_Charges,Monthly_Charge,Customer_Service_Calls,Avg_Monthly_GB_Download,Unlimited_Data_Plan,Phone_Number,Device_Protection_&_Online_Backup,Virtual_Assistant,Churn_Reason,Churn_Label
3235-WIGL,Female,67.0,547.0,One Year,Direct Debit,,5.0,842.9,0.0,52.0,0.0,9.0,YES,304-2982,Yes,,,NO
8388-DFRE,Male,22.0,729.0,Month-to-Month,Direct Debit,,0.6666666666666666,126.6,80.6,41.0,2.0,11.0,Yes,393-4843,No,,Network reliability,Yes
1094-SFGH,Male,54.0,485.0,One Year,Direct Debit,47.0,,754.9,121.3,12.0,2.0,0.0,No,359-6163,No,,,NO
6016-XPPD,Male,49.0,991.0,One Year,DIRECT DEBIT,49.0,,741.8,0.0,63.0,1.0,3.0,Yes,271-9490,No,,,No
3594-GLHQ,Male,29.0,561.0,Month-to-Month,Paper Check,1.0,,13.0,0.0,9.0,3.0,0.0,No,358-1912,No,,Competitor made better offer,YES
3859-FXIF,Female,42.0,771.0,Month-to-Month,Direct Debit,2.0,,31.6,0.0,47.0,2.0,5.0,YES,337-6109,Yes,,Lack of affordable download/upload speed,Yes
9966-MDPN,Female,59.0,652.0,One Year,DIRECT DEBIT,,2.6666666666666665,446.7,0.0,28.0,0.0,2.0,YES,257-2739,No,,,No
1828-ABBV,Female,39.0,840.0,Month-to-Month,Direct Debit,,0.08333333333333333,5.0,0.0,15.0,2.0,4.0,NO,419-3937,No,,,No
9286-VQEA,Male,64.0,301.0,Two Year,Direct Debit,15.0,,239.7,0.0,26.0,0.0,5.0,Yes,356-1952,No,,,No
1917-TYXP,Female,24.0,781.0,Two Year,Credit Card,56.0,,334.9,0.0,6.0,0.0,0.0,NO,405-7850,No,,,No
6784-GCMH,Male,31.0,699.0,Month-to-Month,Credit Card,,0.5833333333333334,75.9,6.1,28.0,1.0,9.0,No,354-3436,No,,Competitor had better devices,Yes
2535-FWOQ,Male,23.0,651.0,One Year,Direct Debit,,5.0,239.8,20.3,47.0,1.0,17.0,Yes,414-6638,Yes,,Moved,Yes
5769-DXMH,Male,37.0,598.0,Two Year,Credit Card,,4.5,867.5,0.0,7.0,1.0,0.0,No,383-7709,No,,,No
1346-ATZG,Female,81.0,663.0,One Year,Direct Debit,29.0,,231.3,71.8,38.0,0.0,2.0,YES,419-1674,Yes,,,No
2875-PAMY,Female,23.0,297.0,Month-to-Month,Direct Debit,5.0,,77.7,8.1,39.0,4.0,15.0,Yes,308-9583,Yes,,Competitor offered more data,YES
7279-POMU,Female,60.0,964.0,Two Year,Direct Debit,,6.25,1051.5,189.0,25.0,0.0,2.0,Yes,353-6056,Yes,,,No
9456-FATL,Female,46.0,365.0,Month-to-Month,Paper Check,,0.08333333333333333,7.0,2.3,45.0,1.0,2.0,NO,332-5158,No,,Competitor had better devices,Yes
1408-LEOW,Female,45.0,839.0,Month-to-Month,Credit Card,,0.08333333333333333,10.0,2.5,42.0,1.0,6.0,Yes,371-1139,No,,Don't know,YES
8685-MCEL,Male,54.0,360.0,Two Year,Direct Debit,30.0,,119.4,0.0,10.0,0.0,0.0,No,346-1629,No,,,No
0964-UIHD,Female,60.0,700.0,Two Year,Credit Card,,6.166666666666667,1109.5,0.0,11.0,0.0,0.0,No,345-8350,No,,,No
8091-MANO,Female,55.0,869.0,One Year,Direct Debit,42.0,,582.2,0.0,38.0,0.0,1.0,Yes,355-1679,Yes,,,No
8288-IFVJ,Female,30.0,922.0,Month-to-Month,Paper Check,1.0,,6.0,0.0,9.0,3.0,0.0,No,401-7335,No,,,NO
5749-JLQO,Female,37.0,894.0,Month-to-Month,Credit Card,3.0,,42.7,9.0,10.0,0.0,0.0,No,266-9811,No,,Attitude of support person,Yes
2553-XTKU,Male,48.0,416.0,Two Year,Direct Debit,,6.0,577.4,0.0,48.0,0.0,13.0,NO,287-10609,Yes,,,No
7134-HCPD,Female,47.0,751.0,Month-to-Month,Direct Debit,4.0,,62.1,24.7,42.0,3.0,10.0,Yes,385-4715,No,,Competitor made better offer,Yes
0472-MVRK,Female,19.0,508.0,Month-to-Month,Direct Debit,18.0,,70.2,0.0,45.0,0.0,9.0,No,351-8955,No,,,No
2771-PVWJ,Male,30.0,520.0,Month-to-Month,Credit Card,7.0,,64.2,0.0,9.0,0.0,0.0,No,325-8200,No,,,No
7474-HRCN,Male,47.0,886.0,Month-to-Month,Credit Card,1.0,,7.0,0.0,14.0,0.0,4.0,No,304-9861,No,,,No
7298-KVHY,Female,29.0,290.0,Month-to-Month,Direct Debit,2.0,,18.9,2.8,27.0,3.0,10.0,Yes,341-4570,No,,Don't know,Yes
1131-PFID,Male,32.0,322.0,Month-to-Month,Direct Debit,,0.4166666666666667,68.5,22.0,59.0,4.0,8.0,Yes,291-6045,Yes,,Competitor offered more data,Yes
1472-LCOR,Male,68.0,984.0,Month-to-Month,Direct Debit,,2.1666666666666665,334.9,0.0,57.0,5.0,6.0,YES,344-8538,No,,Competitor made better offer,Yes
1758-IESD,Male,29.0,315.0,One Year,Direct Debit,,2.5833333333333335,345.8,212.4,40.0,0.0,30.0,Yes,349-9566,Yes,,,No
7933-TBKR,Male,35.0,682.0,Month-to-Month,Direct Debit,,0.8333333333333334,137.9,0.0,31.0,2.0,4.0,YES,342-5906,No,,,No
8827-OIVO,Male,62.0,849.0,Month-to-Month,Direct Debit,,0.75,78.8,0.0,43.0,1.0,3.0,Yes,341-7112,No,,,No
2641-WBMT,Male,43.0,569.0,Two Year,Credit Card,,4.666666666666667,389.1,0.0,8.0,2.0,0.0,No,322-3108,No,,,No
3182-GANT,Female,68.0,818.0,Month-to-Month,Direct Debit,,1.1666666666666667,183.7,0.0,52.0,0.0,6.0,No,355-6560,No,,,NO
9337-VMPD,Male,38.0,982.0,Month-to-Month,Direct Debit,11.0,,105.4,48.0,63.0,0.0,9.0,Yes,242-4868,Yes,,Lack of self-service on Website,Yes
3671-EUGD,Female,30.0,338.0,Month-to-Month,Paper Check,2.0,,29.1,0.0,8.0,0.0,0.0,No,394-3051,No,,,No
3309-UNOZ,Male,29.0,332.0,Month-to-Month,Credit Card,,0.75,85.2,0.0,37.0,0.0,20.0,Yes,320-3461,Yes,,,NO
6526-EOUY,Female,81.0,658.0,One Year,Credit Card,50.0,,749.0,0.0,45.0,0.0,7.0,Yes,336-2090,No,,,No
2274-MUMX,Female,34.0,575.0,Month-to-Month,Direct Debit,5.0,,49.9,13.8,9.0,1.0,0.0,NO,365-9011,No,,,No
8552-VPRY,Female,40.0,956.0,Two Year,Credit Card,,2.8333333333333335,536.1,66.3,24.0,0.0,3.0,Yes,387-3422,Yes,,,NO
0854-VNNJ,Female,78.0,249.0,Two Year,Paper Check,74.0,,809.4,323.1,37.0,0.0,4.0,Yes,369-10181,Yes,,,No
6282-TJED,Male,23.0,448.0,Month-to-Month,Paper Check,,0.08333333333333333,7.0,2.6,10.0,3.0,0.0,No,307-5427,No,,Price too high,Yes
0607-ZPQC,Female,27.0,669.0,Month-to-Month,Direct Debit,,1.5833333333333333,134.6,74.1,34.0,0.0,8.0,Yes,361-7218,No,,,No
0042-VPSW,Female,54.0,330.0,Month-to-Month,Direct Debit,1.0,,4.0,0.0,20.0,2.0,4.0,NO,338-3781,No,,,No
6182-ANHX,Male,63.0,504.0,Month-to-Month,Direct Debit,3.0,,50.8,11.1,50.0,0.0,4.0,Yes,185-7864,Yes,,Competitor made better offer,Yes
8083-TWJQ,Female,50.0,841.0,Two Year,Credit Card,,1.9166666666666667,323.1,35.9,16.0,1.0,0.0,No,388-6658,No,,,No
7905-WITA,Female,72.0,594.0,Month-to-Month,Direct Debit,5.0,,59.6,0.0,33.0,0.0,3.0,No,386-8118,No,,Competitor made better offer,Yes
0161-TWZF,Female,55.0,251.0,Month-to-Month,Direct Debit,,0.08333333333333333,11.0,1.6,34.0,2.0,3.0,Yes,291-1439,No,,Service dissatisfaction,Yes
2729-RPRC,Female,61.0,896.0,Month-to-Month,Credit Card,,0.08333333333333333,7.0,0.0,12.0,0.0,0.0,No,326-4434,No,,,NO
2443-NCLX,Male,43.0,658.0,Month-to-Month,Direct Debit,,6.0,786.7,0.0,57.0,2.0,2.0,No,405-7542,Yes,,,No
5968-YHPE,Female,63.0,314.0,Two Year,Direct Debit,69.0,,482.9,0.0,18.0,0.0,8.0,Yes,322-8994,Yes,,,NO
0384-WFPX,Female,34.0,906.0,Month-to-Month,Credit Card,20.0,,81.0,0.0,8.0,0.0,0.0,No,325-2215,No,,,NO
9240-YRNT,Male,62.0,677.0,Two Year,Direct Debit,42.0,,339.8,0.0,35.0,0.0,3.0,YES,256-5945,No,,,No
5267-OHJK,Male,23.0,417.0,Two Year,Paper Check,71.0,,850.5,0.0,5.0,0.0,0.0,No,342-5243,No,,,No
4757-XIQH,Male,69.0,467.0,Two Year,Direct Debit,4.0,,28.3,0.0,59.0,0.0,6.0,Yes,405-1589,No,,,No
0447-IUAA,Male,21.0,939.0,Month-to-Month,Credit Card,,0.16666666666666666,27.7,5.0,9.0,0.0,0.0,No,364-5732,No,,,No
8938-ZRXG,Male,84.0,684.0,Two Year,Credit Card,,6.083333333333333,290.2,253.1,49.0,1.0,1.0,Yes,314-9999,Yes,,,NO
6837-LGZB,Female,27.0,488.0,Month-to-Month,Direct Debit,,2.5833333333333335,154.2,91.5,63.0,0.0,12.0,No,300-8898,Yes,,,NO
6563-YQWO,Male,82.0,431.0,Month-to-Month,Direct Debit,,0.25,25.9,15.2,49.0,2.0,3.0,Yes,422-5874,No,,Competitor made better offer,Yes
2942-INEK,Female,75.0,513.0,Two Year,Direct Debit,,5.0,954.9,0.0,60.0,3.0,3.0,Yes,300-7445,Yes,,,No
5245-JWLC,Male,40.0,818.0,Month-to-Month,Direct Debit,,2.8333333333333335,303.0,0.0,35.0,5.0,2.0,Yes,371-6990,No,,Don't know,YES
4079-EGWY,Female,38.0,814.0,Month-to-Month,Paper Check,,0.08333333333333333,8.0,2.3,22.0,5.0,6.0,Yes,266-5814,Yes,,Network reliability,Yes
7512-UNUP,Male,27.0,442.0,One Year,Credit Card,18.0,,70.0,0.0,20.0,1.0,20.0,Yes,344-6550,Yes,,,No
5951-TLKU,Male,74.0,233.0,Month-to-Month,Direct Debit,,5.75,896.7,172.5,68.0,2.0,10.0,Yes,356-8621,Yes,,Competitor had better devices,Yes
4406-ZCIJ,Female,67.0,825.0,Two Year,Direct Debit,,1.9166666666666667,117.2,0.0,40.0,0.0,6.0,Yes,343-3245,Yes,,,No
4579-FPZP,Male,24.0,804.0,Two Year,Direct Debit,,5.916666666666667,566.3,0.0,11.0,0.0,0.0,No,371-9741,No,,,No
7725-KJQT,Female,29.0,790.0,One Year,Credit Card,,3.0833333333333335,448.2,0.0,38.0,0.0,20.0,Yes,280-2595,Yes,,,No
1712-YDMH,Male,45.0,540.0,One Year,Credit Card,,5.0,661.3,0.0,6.0,0.0,0.0,No,317-10525,No,,,No
1451-SRGP,Female,58.0,972.0,Month-to-Month,Direct Debit,62.0,,678.4,289.3,36.0,0.0,8.0,Yes,350-8680,No,,,No
0318-NISS,Female,66.0,478.0,Month-to-Month,Direct Debit,,4.75,621.6,226.6,62.0,4.0,15.0,No,252-3752,Yes,,Attitude of support person,Yes
9775-JVWG,Female,40.0,467.0,One Year,Direct Debit,33.0,,164.4,0.0,26.0,1.0,2.0,Yes,381-4029,No,,,No
4232-DXOF,Female,69.0,671.0,One Year,Direct Debit,,3.6666666666666665,265.9,13.8,46.0,3.0,10.0,Yes,390-5686,Yes,,Competitor made better offer,Yes
0521-IEZA,Male,43.0,419.0,Two Year,Credit Card,5.0,,23.0,0.0,13.0,2.0,0.0,No,348-5567,No,,,No
3157-EHBT,Female,75.0,614.0,Month-to-Month,Direct Debit,,0.08333333333333333,7.0,0.3,49.0,3.0,12.0,Yes,337-2043,No,,Price too high,Yes
8097-WUPE,Male,22.0,797.0,Two Year,Direct Debit,54.0,,482.8,0.0,25.0,0.0,24.0,Yes,350-4343,Yes,,,No
2249-BCVL,Female,28.0,488.0,Month-to-Month,Direct Debit,,0.16666666666666666,11.0,0.0,27.0,2.0,16.0,Yes,355-2293,Yes,,,No
8505-PLUA,Female,23.0,700.0,Month-to-Month,Direct Debit,1.0,,13.0,2.5,32.0,4.0,14.0,Yes,351-8039,No,,Competitor offered more data,Yes
9497-FWYO,Male,40.0,732.0,One Year,Credit Card,26.0,,385.0,0.0,9.0,0.0,0.0,No,387-5891,No,,,No
7720-YDVK,Male,78.0,303.0,One Year,Direct Debit,,2.8333333333333335,545.6,0.0,47.0,0.0,1.0,Yes,346-9317,Yes,,,No
2103-KOMB,Male,24.0,363.0,Two Year,Credit Card,44.0,,176.0,198.0,6.0,1.0,0.0,NO,352-3691,No,,,NO
5451-GJIX,Male,59.0,946.0,Month-to-Month,Direct Debit,,4.166666666666667,547.3,205.0,48.0,1.0,4.0,No,357-4265,No,,,No
7927-AHKH,Female,64.0,434.0,Two Year,Credit Card,46.0,,546.4,0.0,46.0,0.0,8.0,Yes,352-2825,No,,,NO
4853-BBMH,Male,51.0,768.0,One Year,Direct Debit,70.0,,556.0,0.0,54.0,3.0,4.0,Yes,402-1607,Yes,,,No
0321-DRWD,Female,46.0,247.0,Two Year,Direct Debit,70.0,,281.5,0.0,60.0,0.0,5.0,No,394-2553,Yes,,,No
1427-ZIJA,Female,38.0,983.0,Month-to-Month,Direct Debit,,0.3333333333333333,34.4,20.3,26.0,0.0,9.0,Yes,422-6685,No,,Don't know,YES
5053-TIAA,Male,29.0,494.0,Month-to-Month,Direct Debit,,0.08333333333333333,15.0,162.4,15.0,0.0,15.0,Yes,418-6412,No,,Competitor had better devices,Yes
3780-RAVF,Male,32.0,224.0,One Year,Direct Debit,,1.5833333333333333,167.2,103.6,39.0,0.0,26.0,Yes,404-5840,No,,Poor expertise of online support,Yes
9047-UREN,Male,49.0,778.0,Two Year,Direct Debit,,4.416666666666667,263.2,0.0,21.0,1.0,4.0,Yes,354-5608,No,,,No
8140-XIMK,Male,23.0,335.0,Two Year,Direct Debit,,5.75,903.4,0.0,42.0,0.0,8.0,YES,361-6563,Yes,,,No
6429-MTWP,Female,66.0,511.0,Month-to-Month,Paper Check,,0.08333333333333333,10.0,0.0,9.0,1.0,3.0,Yes,379-9935,No,,Attitude of service provider,Yes
5078-SHSO,Male,50.0,882.0,Month-to-Month,Direct Debit,,2.3333333333333335,223.9,148.4,18.0,0.0,6.0,Yes,348-1592,No,,,No
8791-MBWW,Male,33.0,287.0,Two Year,Direct Debit,71.0,,282.9,0.0,36.0,0.0,10.0,Yes,349-4070,Yes,,,No
7791-ICML,Female,79.0,455.0,Month-to-Month,Credit Card,36.0,,502.6,0.0,55.0,0.0,3.0,Yes,288-9176,No,,,No
6242-OLXJ,Male,22.0,482.0,Month-to-Month,Credit Card,,1.1666666666666667,55.1,0.0,9.0,1.0,0.0,No,326-2507,No,,,No
0413-CVBC,Female,60.0,787.0,One Year,Direct Debit,,3.8333333333333335,506.4,0.0,7.0,0.0,0.0,No,384-3389,No,,,No
2881-ANSR,Male,28.0,864.0,Month-to-Month,Credit Card,38.0,,569.2,0.0,54.0,0.0,10.0,Yes,422-4241,No,,,No
9740-QBHW,Female,50.0,303.0,One Year,Direct Debit,,5.833333333333333,986.0,0.0,22.0,0.0,10.0,Yes,330-5201,Yes,,,NO
0391-ZUPB,Female,21.0,822.0,Month-to-Month,Direct Debit,,1.75,250.6,0.0,8.0,0.0,0.0,No,411-8043,No,,,NO
7234-DRIZ,Male,66.0,796.0,Month-to-Month,Direct Debit,,0.9166666666666666,90.8,0.0,31.0,2.0,4.0,Yes,286-4151,Yes,,,No
3216-XBZF,Male,66.0,486.0,Two Year,Direct Debit,7.0,,111.0,0.0,39.0,0.0,13.0,Yes,347-8205,No,,,NO
6713-YILD,Male,32.0,428.0,Month-to-Month,Credit Card,,2.25,296.3,76.1,17.0,0.0,16.0,Yes,366-9004,No,,,No
7990-ICSP,Female,24.0,435.0,Two Year,Credit Card,,6.083333333333333,806.1,0.0,38.0,1.0,10.0,Yes,348-8580,No,,,No
8369-BGQL,Male,76.0,309.0,Two Year,Credit Card,,5.916666666666667,284.5,0.0,40.0,0.0,6.0,Yes,389-4695,Yes,,,No
6416-BUSU,Male,28.0,704.0,Month-to-Month,Paper Check,1.0,,10.0,4.2,26.0,1.0,21.0,YES,312-7919,No,,Competitor had better devices,Yes
7899-HFSN,Male,48.0,0.0,Two Year,Direct Debit,,4.5,540.7,0.0,11.0,1.0,0.0,No,350-2340,No,,,No
9186-XZYN,Female,60.0,286.0,One Year,Paper Check,,1.25,135.6,0.0,8.0,0.0,0.0,No,420-3346,No,,,No
6730-BVSP,Male,33.0,509.0,One Year,Credit Card,65.0,,392.0,0.0,55.0,2.0,18.0,Yes,390-8241,No,,Don't know,Yes
7340-DAUU,Male,75.0,202.0,Two Year,Direct Debit,,0.3333333333333333,15.8,0.0,17.0,0.0,2.0,YES,327-1058,Yes,,,No
9394-VEMU,Female,55.0,940.0,Month-to-Month,Direct Debit,,2.75,364.0,70.0,47.0,1.0,6.0,No,386-4215,No,,Price too high,Yes
0135-SOBW,Female,20.0,337.0,Month-to-Month,Direct Debit,61.0,,366.3,0.0,54.0,0.0,15.0,YES,344-7078,No,,,No
0175-FEVB,Female,54.0,984.0,Two Year,Credit Card,,5.833333333333333,348.0,0.0,51.0,0.0,3.0,Yes,411-5740,Yes,,,NO
8330-DYWI,Female,81.0,764.0,Two Year,Credit Card,,4.5,270.1,0.0,62.0,0.0,5.0,Yes,271-2360,Yes,,,No
6528-ISUY,Male,27.0,215.0,Month-to-Month,Direct Debit,,3.1666666666666665,191.5,104.9,42.0,1.0,10.0,Yes,303-2350,Yes,,Don't know,Yes
8468-ZNLW,Male,61.0,712.0,Month-to-Month,Credit Card,,1.0,149.6,36.9,6.0,0.0,0.0,NO,354-7718,No,,,No
7836-HNMB,Male,53.0,699.0,Month-to-Month,Direct Debit,32.0,,422.3,0.0,56.0,2.0,4.0,No,325-5907,No,,,No
9429-BKZT,Female,84.0,601.0,Month-to-Month,Direct Debit,,2.1666666666666665,154.6,156.0,37.0,3.0,5.0,Yes,274-8965,No,,Attitude of support person,True
6595-EXJF,Male,62.0,283.0,Month-to-Month,Credit Card,,0.16666666666666666,17.9,5.3,9.0,0.0,0.0,NO,299-6464,No,,,No
7478-TESE,Male,57.0,796.0,Two Year,Credit Card,,5.166666666666667,560.0,148.8,19.0,0.0,15.0,Yes,272-7349,Yes,,,No
3413-RPBS,Male,28.0,227.0,Two Year,Direct Debit,52.0,,619.4,306.8,41.0,0.0,13.0,Yes,318-8310,Yes,,,No
8039-DQMC,Male,43.0,248.0,Two Year,Credit Card,,2.6666666666666665,190.2,0.0,30.0,0.0,15.0,Yes,269-7531,Yes,,,No
5690-ODWA,Male,31.0,852.0,Month-to-Month,Direct Debit,,0.4166666666666667,74.5,0.0,39.0,0.0,1.0,Yes,395-7923,No,,Competitor had better devices,Yes
7784-FBIC,Female,30.0,367.0,Two Year,Credit Card,,5.916666666666667,706.8,0.0,23.0,1.0,2.0,Yes,401-4650,No,,,No
4086-QPER,Male,47.0,966.0,Month-to-Month,Direct Debit,11.0,,84.1,30.8,53.0,1.0,1.0,YES,275-3667,Yes,,Poor expertise of phone support,Yes
7555-ATEQ,Female,59.0,559.0,One Year,Direct Debit,47.0,,702.4,0.0,38.0,0.0,1.0,YES,315-1904,Yes,,,No
3555-DQZS,Male,26.0,391.0,Month-to-Month,Direct Debit,4.0,,52.5,2.6,48.0,4.0,8.0,Yes,405-6559,No,,Product dissatisfaction,Yes
2593-RBZA,Male,44.0,482.0,Month-to-Month,Credit Card,,1.6666666666666667,237.2,0.0,34.0,0.0,9.0,Yes,422-1471,No,,,No
8397-PHVM,Male,48.0,980.0,Two Year,Credit Card,6.0,,92.2,18.4,29.0,1.0,2.0,Yes,321-3753,Yes,,,No
7779-EKWV,Female,44.0,761.0,One Year,Direct Debit,,3.75,534.5,0.0,47.0,0.0,7.0,No,362-2253,No,,,No
4292-UZXK,Female,57.0,731.0,Month-to-Month,Paper Check,,1.1666666666666667,148.9,32.2,36.0,1.0,6.0,Yes,396-2719,No,,,No
9741-RQWA,Male,45.0,593.0,One Year,Direct Debit,,4.0,666.6,0.0,31.0,2.0,3.0,Yes,336-5900,Yes,,,No
5330-NFDE,Female,62.0,580.0,Two Year,Credit Card,,6.0,500.7,110.4,35.0,0.0,4.0,Yes,356-8982,Yes,,,NO
7594-EFVT,Male,38.0,503.0,One Year,DIRECT DEBIT,60.0,,357.9,0.0,24.0,0.0,15.0,YES,350-7288,Yes,,,No
7245-WSHW,Female,29.0,568.0,Month-to-Month,Credit Card,,0.08333333333333333,14.0,0.0,29.0,0.0,16.0,Yes,277-4048,No,,,No
0121-ANTV,Female,56.0,446.0,One Year,Direct Debit,60.0,,301.3,123.0,22.0,0.0,4.0,Yes,414-6739,Yes,,,No
3427-ESBK,Female,84.0,466.0,One Year,Credit Card,,1.5,160.1,0.0,48.0,0.0,6.0,Yes,362-2314,Yes,,,No
2448-FWMY,Female,41.0,318.0,Two Year,Credit Card,63.0,,1008.7,0.0,28.0,0.0,10.0,Yes,363-3929,Yes,,,No
4960-WIUA,Male,44.0,248.0,Month-to-Month,Direct Debit,,0.6666666666666666,54.7,0.0,26.0,0.0,14.0,Yes,294-2071,No,,,No
4685-VKVC,Male,60.0,502.0,Two Year,Credit Card,,0.4166666666666667,24.8,0.0,8.0,0.0,0.0,No,307-9234,No,,,No
5748-FJDO,Male,77.0,270.0,Two Year,Credit Card,,2.8333333333333335,305.3,0.0,35.0,0.0,2.0,Yes,410-10512,No,,,No
3137-UHYB,Female,48.0,593.0,Month-to-Month,Credit Card,,0.4166666666666667,70.6,0.0,39.0,0.0,5.0,YES,349-5568,No,,,No
0891-UKDK,Male,66.0,430.0,One Year,Direct Debit,,3.1666666666666665,306.8,0.0,39.0,0.0,25.0,Yes,292-4771,Yes,,,NO
5410-OKLO,Male,43.0,933.0,Month-to-Month,Direct Debit,5.0,,63.4,0.0,13.0,1.0,0.0,NO,319-4415,No,,,No
5102-HJVC,Male,32.0,433.0,Month-to-Month,Direct Debit,37.0,,514.4,0.0,45.0,0.0,15.0,YES,379-7215,Yes,,,NO
0059-VIDI,Female,36.0,310.0,One Year,CREDIT CARD,,1.9166666666666667,161.9,0.0,18.0,0.0,9.0,Yes,240-9747,No,,,No
5414-WVUE,Male,54.0,237.0,Month-to-Month,Direct Debit,1.0,,4.0,2.1,36.0,1.0,4.0,Yes,326-3840,No,,Deceased,Yes
4126-AUXC,Male,77.0,748.0,Month-to-Month,Credit Card,,0.16666666666666666,15.2,0.0,16.0,3.0,3.0,YES,330-5462,No,,Don't know,Yes
5538-LZEO,Female,56.0,960.0,Two Year,Credit Card,,3.75,628.5,0.0,7.0,1.0,0.0,No,261-3117,No,,,No
1978-ZJGT,Male,54.0,796.0,Two Year,Credit Card,,5.333333333333333,450.3,251.7,45.0,0.0,4.0,Yes,356-8744,Yes,,,No
7832-QJJY,Female,48.0,318.0,Month-to-Month,Paper Check,21.0,,270.2,79.8,41.0,1.0,4.0,Yes,379-3132,Yes,,,No
4372-HLSF,Male,45.0,226.0,Month-to-Month,Credit Card,11.0,,42.4,0.0,15.0,4.0,0.0,No,313-3274,No,,Competitor made better offer,Yes
6118-LVOB,Male,44.0,971.0,Two Year,Credit Card,,4.083333333333333,682.9,76.4,11.0,0.0,0.0,No,410-1190,No,,,No
1243-IBKL,Female,22.0,487.0,Two Year,Credit Card,50.0,,351.9,137.0,37.0,0.0,26.0,Yes,316-7095,Yes,,,No
8809-BLER,Female,29.0,330.0,Month-to-Month,Direct Debit,,0.5833333333333334,89.4,23.6,7.0,3.0,0.0,NO,392-5512,No,,Attitude of support person,Yes
5618-ZLBH,Male,42.0,815.0,Two Year,Credit Card,71.0,,352.5,0.0,45.0,2.0,3.0,Yes,342-8435,Yes,,,No
5497-VWFZ,Male,47.0,285.0,Month-to-Month,Credit Card,,0.5,81.7,0.0,9.0,1.0,0.0,NO,257-9609,No,,,No
4692-HHGA,Male,34.0,730.0,Two Year,Credit Card,,4.666666666666667,446.3,0.0,7.0,1.0,0.0,No,400-5389,No,,,No
9273-SLLE,Male,42.0,354.0,Month-to-Month,Credit Card,,0.3333333333333333,50.5,0.0,18.0,3.0,3.0,Yes,331-9906,No,,Competitor had better devices,Yes
6951-KCHP,Male,36.0,687.0,One Year,Credit Card,21.0,,270.9,0.0,8.0,0.0,0.0,No,328-6289,No,,,No
6199-RZCG,Male,21.0,252.0,Month-to-Month,Direct Debit,,0.25,24.7,4.3,33.0,4.0,14.0,Yes,369-5526,No,,Product dissatisfaction,Yes
8825-VLKN,Male,61.0,870.0,Two Year,Credit Card,66.0,,330.2,254.1,8.0,1.0,0.0,NO,339-1405,No,,,No
0507-BEOA,Female,67.0,681.0,Two Year,Direct Debit,,5.833333333333333,976.5,0.0,47.0,0.0,1.0,YES,333-2611,Yes,,,No
3800-WUIT,Female,50.0,528.0,Month-to-Month,Direct Debit,,1.75,184.7,42.5,52.0,5.0,2.0,Yes,321-6178,Yes,,Competitor had better devices,Yes
8635-QPRO,Male,30.0,347.0,One Year,Credit Card,,0.5833333333333334,112.5,0.0,18.0,0.0,24.0,Yes,261-6066,Yes,,,NO
1010-DKQH,Male,28.0,412.0,Month-to-Month,Direct Debit,23.0,,280.3,0.0,51.0,2.0,10.0,YES,348-8015,Yes,,,No
6416-UBHW,Female,79.0,910.0,One Year,Credit Card,,3.6666666666666665,485.0,103.8,51.0,0.0,7.0,YES,329-8531,Yes,,Limited range of services,Yes
6487-IBKM,Female,48.0,252.0,Two Year,Direct Debit,,5.833333333333333,280.2,0.0,43.0,0.0,2.0,Yes,300-4803,Yes,,,No
3530-RNKM,Male,33.0,263.0,Month-to-Month,Direct Debit,10.0,,154.6,0.0,23.0,0.0,7.0,Yes,385-5730,No,,,No
1493-CGBU,Female,45.0,810.0,Month-to-Month,Credit Card,5.0,,21.5,0.0,21.0,1.0,13.0,Yes,245-6649,Yes,,,No
0295-ETJE,Male,20.0,569.0,Month-to-Month,Paper Check,,0.5,48.0,0.0,17.0,4.0,20.0,Yes,335-10350,No,,Long distance charges,Yes
6529-DDRU,Male,22.0,368.0,Two Year,Direct Debit,70.0,,417.3,0.0,7.0,2.0,0.0,No,394-5481,No,,,No
9681-ALZQ,Male,37.0,839.0,Two Year,Direct Debit,,5.583333333333333,937.7,0.0,49.0,1.0,7.0,Yes,314-4723,No,,,No
8016-WBZB,Female,36.0,736.0,Month-to-Month,Credit Card,,2.25,191.9,0.0,28.0,2.0,3.0,Yes,331-1391,No,,,No
7870-AMEI,Male,20.0,342.0,Month-to-Month,Direct Debit,,3.75,493.4,0.0,11.0,0.0,0.0,No,353-7461,No,,,No
4086-ONYS,Male,47.0,519.0,Month-to-Month,Credit Card,33.0,,490.2,0.0,15.0,1.0,4.0,Yes,406-5870,Yes,,,NO
2366-IEML,Male,80.0,565.0,One Year,Credit Card,,6.083333333333333,1026.9,0.0,63.0,0.0,7.0,YES,327-9230,No,,,No
4868-YTHX,Male,39.0,337.0,One Year,Credit Card,,3.25,156.0,0.0,12.0,0.0,0.0,No,368-4923,No,,,No
2583-KFUG,Female,65.0,287.0,One Year,Direct Debit,50.0,,200.9,0.0,10.0,0.0,0.0,No,375-2184,No,,,No
5706-UGZJ,Female,73.0,551.0,Month-to-Month,Credit Card,15.0,,59.3,0.0,59.0,4.0,2.0,No,333-6668,Yes,,Attitude of support person,Yes
7778-FQHS,Female,27.0,845.0,Two Year,Credit Card,,0.8333333333333334,120.0,0.0,33.0,0.0,30.0,YES,301-7175,Yes,,,No
